vendor,name,version,formats,category,url
Puremagnetik,Zerone,2.8.128,VST2/VST3,Fx,
Session Loops,PitchNet,1.0.0,VST3,Fx,https://sessionloops.com
Sinevibes,Skew v2,2.0.1,VST3,"Fx, Delay",https://www.sinevibes.com
Sonnox,Soften,1.00.0[6004],VST3,"Fx, Dynamics",https://www.sonnox.com
Sound Particles,AirMusic,1.0.2,VST3,"Fx, EQ, Filter",https://www.soundparticles.com
SoundeviceDigital,Randomachine,1.0,VST2/VST3,Fx,www.unitedplugins.com
SoundGhost,Ekko Demo,1.0.1,VST3,Fx,https://soundghost.net/
SoundGhost,Texturize,1.0.0,VST3,Fx,https://soundghost.net/
SoundMorph,Dust,1.2.7,VST3,"Instrument, Synth",www.soundmorph.com
SoundMorph,Dust (fx),1.2.7,VST3,Fx,www.soundmorph.com
SoundMorph,WaveWarper 2,1.1.0,VST3,"Instrument, Synth",www.soundmorph.com
Soundtoys,Devil-Loc,5.5.4.18982,VST3,"Fx, Dynamics, Distortion",http://www.soundtoys.com
Soundtoys,DevilLoc,1,VST2,,
Soundtoys,EchoBoy Jr,5.5.4.18982,VST3,"Fx, Delay",http://www.soundtoys.com
Soundtoys,EchoBoyJr,1,VST2,,
Soundtoys,Little MicroShift,5.5.4.18982,VST3,"Fx, Pitch Shift, Spatial",http://www.soundtoys.com
Soundtoys,Little Plate,5.5.4.18982,VST3,"Fx, Reverb",http://www.soundtoys.com
Soundtoys,Little PrimalTap,5.5.4.18982,VST3,"Delay, Pitch Shift, Fx",http://www.soundtoys.com
Soundtoys,Little Radiator,5.3.8.16762,VST3,"Fx, Distortion",http://www.soundtoys.com
Soundtoys,LittleMicroShift,1,VST2,,
Soundtoys,LittlePlate,1,VST2,,
Soundtoys,LittlePrimalTap,1,VST2,,
Soundtoys,LittleRadiator,1,VST2,,
Soundtoys,PhaseMistress,5.4.3.17500,VST2/VST3,"Fx, Modulation",http://www.soundtoys.com
Soundtoys,SpaceBlender,5.5.4.18982,VST2/VST3,"Fx, Reverb",http://www.soundtoys.com
Spitfire Audio,BBC Symphony Orchestra,1.7.0,VST2/VST3,"Instrument, Synth",
Spitfire Audio,LABS,3.7.8,VST2/VST3,"Instrument, Synth",
Spitfire Audio,Solar,1.6.12,VST2/VST3,"Instrument, Synth",
Splice,Splice Bridge,5.1.1,VST3,Instrument,https://splice.com
Splice,Splice INSTRUMENT,2.3.5,VST3,"Instrument, Synth",https://splice.com
Splice,Splice Sounds,0.3.5,VST3,Instrument,https://splice.com
Splice,Splice Sounds Listener,0.0.1,VST3,"Fx, Analyzer",https://splice.com
Superlunar,GX-8600,1.0.0,VST3,Fx,
Synful,SynfulOrchestra,2.7.1,VST2/VST3,"Instrument, Synth",http://www.synful.com
Ternar Music Technology,ChannelStrip,2.0.3,VST3,Fx,https://www.ternar.tech
Ternar Music Technology,Flechtwerk,2.1.0,VST3,Instrument,https://www.ternar.tech
UJAM,FIN-RETRO,1.3.0,VST3,Fx,https://www.ujam.com
Unfiltered Audio,BattleFX,1.0.0,VST3,Fx,
Universal Audio (UADx),UADx 1176 FET Compressor,1.0.3,VST3,"Fx, Dynamics",
Universal Audio (UADx),UADx 610-A Preamp and EQ,1.0.15,VST3,"Fx, EQ",
Universal Audio (UADx),UADx 610-B Preamp and EQ,1.0.15,VST3,"Fx, EQ",
Universal Audio (UADx),UADx Century Tube Channel Strip,1.0.16,VST3,"Fx, Channel Strip, EQ, Dynamics",
Universal Audio (UADx),UADx Galaxy Tape Echo,1.3.16,VST3,"Fx, Delay",
Universal Audio (UADx),UADx Oxide Tape Recorder,1.0.17,VST3,"Fx, Distortion",
Universal Audio (UADx),UADx PolyMAX Synth,1.0.16,VST3,"Instrument, Synth",
Universal Audio (UADx),UADx Pure Plate Reverb,1.4.16,VST3,"Fx, Reverb",
Universal Audio (UADx),UADx Showtime 64 Tube Amp,1.0.1,VST3,"Fx, Guitar",
Universal Audio (UADx),UADx Verve Analog Machines,1.0.5,VST3,"Fx, Distortion",
Universal Audio (UADx),UADx Vibe Analog Machines Essentials,1.1.0,VST3,"Fx, Distortion",
UVI,Tape Chorus,1.0.1,VST3,"Fx, Modulation",www.uvi.net
UVI,Tape Color,1.0.1,VST3,"Fx, Modulation",www.uvi.net
UVI,Tape Delay,1.0.1,VST3,"Fx, Delay",www.uvi.net
UVI,Tape Flanger,1.0.1,VST3,"Fx, Modulation",www.uvi.net
UVI,UVI Tape Chorus,65537,VST2,,
UVI,UVI Tape Color,65537,VST2,,
UVI,UVI Tape Delay,65537,VST2,,
UVI,UVI Tape Flanger,65537,VST2,,
UVI,UVIWorkstation,4.0.2,VST3,"Instrument, Sampler, Synth",www.uvi.net
UVI,UVIWorkstationVST,262146,VST2,,
"Valhalla DSP, LLC",ValhallaFreqEcho,1.2.8,VST2/VST3,"Fx, Delay",www.valhalladsp.com
"Valhalla DSP, LLC",ValhallaSpaceModulator,1.2.8,VST2/VST3,"Fx, Modulation",
"Valhalla DSP, LLC",ValhallaSupermassive,5.0.0,VST2/VST3,Fx,www.valhalladsp.com
Wave Alchemy,Triaz Player,1.1.1,VST3,"Instrument, Drum",https://www.wavealchemy.co.uk/
Waves,Curves Resolve Live Mono,16.7.76.232,VST3,"Fx, Dynamics",http://www.waves.com
Waves,Curves Resolve Live Stereo,16.7.76.232,VST3,"Fx, Dynamics",http://www.waves.com
Waves,Curves Resolve Mono,16.7.76.232,VST3,"Fx, Dynamics",http://www.waves.com
Waves,Curves Resolve Stereo,16.7.76.232,VST3,"Fx, Dynamics",http://www.waves.com
Waves,IDX Intelligent Dynamics Mono,15.5.79.262,VST3,"Fx, Dynamics - Multiband",http://www.waves.com
Waves,IDX Intelligent Dynamics Stereo,15.5.79.262,VST3,"Fx, Dynamics - Multiband",http://www.waves.com
Waves,IDX LIVE Intelligent Dynamics Mono,15.5.79.262,VST3,"Fx, Dynamics - Multiband",http://www.waves.com
Waves,IDX LIVE Intelligent Dynamics Stereo,15.5.79.262,VST3,"Fx, Dynamics - Multiband",http://www.waves.com
Waves,Magma StressBox Mono,16.6.53.160,VST3,"Fx, Dynamics",http://www.waves.com
Waves,Magma StressBox Stereo,16.6.53.160,VST3,"Fx, Dynamics",http://www.waves.com
Waves,Waves Harmony Mono/Stereo,16.7.33.189,VST3,"Fx, Pitch Shift",http://www.waves.com
Waves,Waves Harmony Stereo,16.7.33.189,VST3,"Fx, Pitch Shift",http://www.waves.com
Wildergarden,Maim,1.0.0,VST3,Fx,
Xynth Audio,LePhonk,1.0.4,VST3,"Fx, Distortion, Dynamics",
ZL,ZL Equalizer 2,1.1.0,VST3,"Fx, EQ",
